Flux intensity plot (units kW/m2)
Max. flux,112.737390,kW/m2
Min. flux,0.000000,kW/m2
Ave. flux,11.549903,kW/m2

, -->
,1.000,0.960,0.920,0.880,0.840,0.800,0.760,0.720,0.680,0.640,0.600,0.560,0.520,0.480,0.440,0.400,0.360,0.320,0.280,0.240,0.200,0.160,0.120,0.080,0.040,
0.500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.211912,1.377431,4.132292,6.887153,20.555502,48.739849,72.156168,44.395645,16.317254,6.039503,1.589343,0.741693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.211912,0.741693,3.284642,7.310977,21.297195,52.766185,77.348022,50.858973,15.575561,6.781196,1.907211,0.635737,0.105956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.211912,1.059562,3.072730,7.840758,22.992494,58.699731,82.116050,50.753017,18.754246,7.099065,1.907211,0.847650,0.105956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.059562,4.026335,7.946715,22.992494,54.673396,86.566210,54.567440,19.072115,6.463328,3.178686,0.741693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.211912,0.635737,2.331036,8.900320,25.217574,57.428257,89.427028,56.792520,22.356757,7.628846,3.390598,0.423825,0.105956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.211912,1.059562,2.754861,7.946715,21.932932,61.666505,86.142386,54.037659,24.687793,8.476496,2.966773,1.059562,0.105956,0.105956,0.000000,0.000000,0.000000,0.000000,0.000000,
0.260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105956,0.741693,3.072730,10.277751,21.085283,61.878417,90.380633,56.686564,22.462713,7.310977,3.390598,0.953606,0.741693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.317869,1.377431,3.072730,8.900320,26.489048,66.222621,94.089100,59.335469,23.522275,7.205021,2.436992,0.953606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105956,0.953606,2.966773,7.628846,27.336698,63.785629,93.135495,55.521046,23.310363,9.006276,3.072730,1.377431,0.211912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
